留言主题,clean_review,cut_review,地区,主谓宾
A市站易通盈网络有限公司高价出售违章自助处理机,A市站易通盈网络有限公司高价出售违章自助处理机,市站 易 通盈 网络 有限公司 高价 出售 违章 自助 处理机,A市,"有限公司出售处理机,（副词：高价）"
反映A市金星北片110kv及以上高压线的现状和规划的几个问题,反映A市金星北片110kv及以上高压线的现状和规划的几个问题,市 金星 北片 110kv 高压线 现状 规划 几个,A市,"反映问题,（副词：）"
A市地铁6号线半夜施工的噪音巨大,A市地铁6号线半夜施工的噪音巨大,市 地铁 号线 半夜 施工 噪音,A市,"地铁巨大,（副词：半夜）"
关于A市金星北片110kv及以上高压线的现状和规划的几个问题,关于A市金星北片110kv及以上高压线的现状和规划的几个问题,市 金星 北片 110kv 高压线 现状 规划 几个,A市,"问题关于问题,（副词：）"
银行贷款下不来，A市高岭国际商贸城不退首付款,银行贷款下不来A市高岭国际商贸城不退首付款,银行贷款 下不来 市高岭 国际 商贸城 退 首付款,A市,"银行贷款下不来首付款,（副词：不）"
反映A市骏宝巴士社区巴士7号线擅自减少班次的问题,反映A市骏宝巴士社区巴士7号线擅自减少班次的问题,市骏宝 巴士 社区 巴士 号线 擅自 减少 班次,A市,"7号线反映班次,（副词：擅自）"
投诉A市温斯顿英语培训机构拖延退费,投诉A市温斯顿英语培训机构拖延退费,投诉 市 温斯顿 英语 培训 机构 拖延 退费,A市,"机构投诉拖延,（副词：）"
强烈反对A市碧水楚街小区建垃圾站,强烈反对A市碧水楚街小区建垃圾站,反对 市 碧水 楚街 小区 建 垃圾站,A市,"小区反对建,（副词：强烈）"
反映A市文景领秀小区开发商虚假承诺的问题,反映A市文景领秀小区开发商虚假承诺的问题,市 文景 领秀 小区 开发商 虚假 承诺,A市,"文景反映领秀,（副词：）"
A市搜门面网是个骗局,A市搜门面网是个骗局,市 搜 门面 网是 骗局,A市,"A市搜门面,（副词：）"
​楚江新区A市国王陵国家考古公园一期周边环境恶劣，杂草丛生,楚江新区A市国王陵国家考古公园一期周边环境恶劣杂草丛生,楚江 新区 市 国王 陵 国家 考古 公园 一期 周边 环境恶劣 杂草丛生,A市,"环境恶劣杂草丛生,（副词：）"
A市民年龄与身份证不符，可以办理退休吗？,A市民年龄与身份证不符可以办理退休吗,市民 年龄 身份证 不符 办理 退休,A市,"年龄不符办理,（副词：可以）"
A市沁园净水机放出开的水铅含量超出自来水15倍,A市沁园净水机放出开的水铅含量超出自来水15倍,市沁园 净水机 放出 开 水 铅含量 超出 自来水 15 倍,A市,"净水机超出倍,（副词：）"
请尽快落实A市2020年的民办招生政策,请尽快落实A市2020年的民办招生政策,请 落实 市 2020 年 民办 招生 政策,A市,"请落实,（副词：尽快）"
A市天剑路、轻院路、向东南路道路沿线和人行道变停车场，交通拥堵,A市天剑路轻院路向东南路道路沿线和人行道变停车场交通拥堵,市天剑路 轻院 路 向东 南路 道路 沿线 人行道 变 停车场 交通拥堵,A市,"人行道变停车场,（副词：沿线）"
A市A1区南路木莲路口公交不便,A市A1区南路木莲路口公交不便,市 A1 区 南路 木莲 路口 公交 不便,A市,"路口不便,（副词：公交）"
希望A市中学会考分数设置合理一点,希望A市中学会考分数设置合理一点,希望 市 中学 会考 分数 设置 一点,A市,"分数希望设置,（副词：）"
A市西湖公园望麓桥下主通道人行通道有安全隐患,A市西湖公园望麓桥下主通道人行通道有安全隐患,市 西湖 公园 望麓 桥下 主通道 人行 通道 安全隐患,A市,"通道有安全隐患,（副词：）"
关于A市808公交车按照原线路行车的建议,关于A市808公交车按照原线路行车的建议,市 808 公交车 原 线路 行车 建议,A市,"公交车按照建议,（副词：关于）"
请A市重视物价过快上涨的问题,请A市重视物价过快上涨的问题,请 市 重视 物价 过快 上涨,A市,"物价请重视,（副词：过快）"
地绿A市城际空间站的建筑质量太差了,地绿A市城际空间站的建筑质量太差了,地绿 市 城际 空间站 建筑 质量 太差,A市,"太差,（副词：）"
A市蝴蝶谷小区菜棚建设合规吗,A市蝴蝶谷小区菜棚建设合规吗,市 蝴蝶谷 小区 菜棚 建设 合规,A市,"菜棚建设合规,（副词：）"
A市石马铺公交站需后移150米或100米，请考虑,A市石马铺公交站需后移150米或100米请考虑,市 石马 铺 公交站 需 后移 150 米 100 米 请,A市,"石马铺公交站,（副词：需）"
A市107国道东八线货车噪音扰民！,A市107国道东八线货车噪音扰民,市 107 国道 东 八线 货车 噪音 扰民,A市,"噪音扰民,（副词：）"
咨询A市金科山水洲房产证问题,咨询A市金科山水洲房产证问题,咨询 市 金科 山水 洲 房产证,A市,"咨询问题,（副词：）"
A市C5市中路798号恩皇建材店私自占用消防通道,A市C5市中路798号恩皇建材店私自占用消防通道,市 C5 市 中路 798 号恩皇 建材 店 私自 占用 消防通道,A市,"店占用消防通道,（副词：私自）"
A市地铁1号线北延二期有规划建至丁字湾街道，能否先行调研二期工程？,A市地铁1号线北延二期有规划建至丁字湾街道能否先行调研二期工程,市 地铁 号线 北延 二期 规划 建至 丁字湾 街道 先行 调研 二期工程,A市,"地铁有规划,（副词：1号线）"
A市大同瑞致小学南面违规垃圾堆放点严重污染环境,A市大同瑞致小学南面违规垃圾堆放点严重污染环境,市 大同 瑞致 小学 南面 违规 垃圾堆 放 点 污染环境,A市,"垃圾堆放污染环境,（副词：）"
咨询A市小学教师薪资问题,咨询A市小学教师薪资问题,咨询 市 小学教师 薪资,A市,"咨询问题,（副词：）"
A市曙光中路家润多停车场附近路段路幅窄，车流大,A市曙光中路家润多停车场附近路段路幅窄车流大,市 曙光 中路 家润 停车场 路段 路幅 窄 车流,A市,"车流大,（副词：）"
A市一中A4区中学初三国庆只放三天假,A市一中A4区中学初三国庆只放三天假,市 一中 A4 区 中学 初三 国庆 只放 三天 假,A市,"中学只放假,（副词：国庆）"
A市绿地城际空间站建筑质量堪忧,A市绿地城际空间站建筑质量堪忧,市 绿地 城际 空间站 建筑 质量 堪忧,A市,"质量堪忧,（副词：）"
A市中南汽车城附近紫晶城的房子漏水问题很严重！,A市中南汽车城附近紫晶城的房子漏水问题很严重,市 中南 汽车城 紫晶 城 房子 漏水,A市,"房子严重,（副词：很）"
A市丽发新城旁商品交易市场严重影响了家长送孩子们上学,A市丽发新城旁商品交易市场严重影响了家长送孩子们上学,市丽发 新城 旁 商品交易 市场 影响 家长 送 孩子 上学,A市,"商品交易影响送,（副词：旁）"
请A市加快控制物价上涨过快步伐,请A市加快控制物价上涨过快步伐,请 市 加快 控制 物价上涨 过快 步伐,A市,"请加快,（副词：）"
请A市加快医疗诊所监督力度全覆盖,请A市加快医疗诊所监督力度全覆盖,请 市 加快 医疗 诊所 监督 力度 全 覆盖,A市,"请加快,（副词：全）"
反映A市禹泰云开一品产权证问题,反映A市禹泰云开一品产权证问题,市禹 泰云开 一品 产权证,A市,"反映问题,（副词：）"
A市龙吉湾、天凯等小区几万居民强烈要求雅塘冲路二段尽快拉通,A市龙吉湾天凯等小区几万居民强烈要求雅塘冲路二段尽快拉通,市龙吉湾 天凯 小区 几万 居民 强烈要求 雅塘 冲路 二段 拉通,A市,"二段拉通,（副词：尽快）"
A市高岭商贸城在销售商铺时涉嫌虚假宣传致市场冷清,A市高岭商贸城在销售商铺时涉嫌虚假宣传致市场冷清,市高岭 商贸城 销售 商铺 时 涉嫌 虚假 宣传 市场 冷清,A市,"商贸城涉嫌商铺,（副词：在）"
盼A市交警出警能及时赶到现场,盼A市交警出警能及时赶到现场,盼 市 交警 出警 赶到 现场,A市,"交警盼出警,（副词：能）"
请加快A市食品安全监管力度全覆盖,请加快A市食品安全监管力度全覆盖,请 加快 市 食品 安全监管 力度 全 覆盖,A市,"请加快,（副词：全）"
A市购买摩托车后纳税、考证和保险都办理齐全却不让用,A市购买摩托车后纳税考证和保险都办理齐全却不让用,市 购买 摩托车 纳税 考证 办理 齐全 不让,A市,"A市办理摩托车,（副词：后）"
A市美麓阳光小区房屋未经过验收,A市美麓阳光小区房屋未经过验收,市美麓 阳光 小区 房屋 未 验收,A市,"房屋经过验收,（副词：未）"
反映A市金毛湾配套入学的问题,反映A市金毛湾配套入学的问题,市 金毛 湾 配套 入学,A市,"湾反映入学,（副词：）"
强烈反对在A市水木轩东门附近建电动车充电点,强烈反对在A市水木轩东门附近建电动车充电点,反对 市 水木 轩 东门 建 电动车 充电 点,A市,"附近反对建,（副词：强烈）"
A市学院汇泽食堂三楼装修工程款还没到位,A市学院汇泽食堂三楼装修工程款还没到位,市 学院 汇泽 食堂 三楼 装修 工程款 到位,A市,"工程款到位,（副词：还）"
A市中航城业主户籍迁入因房屋户型图未受理,A市中航城业主户籍迁入因房屋户型图未受理,市 中航 城 业主 户籍 迁入 房屋 户型图 未受理,A市,"户籍迁入未受理,（副词：因）"
A市中海梅溪湖壹号业主私搭乱建,A市中海梅溪湖壹号业主私搭乱建,市 中海 梅 溪湖 壹号 业主 私搭乱建,A市,"业主私搭乱建,（副词：）"
A市通商食品贸易有限公司恶意拖欠员工工资,A市通商食品贸易有限公司恶意拖欠员工工资,市 通商 食品 贸易 有限公司 恶意 拖欠 员工工资,A市,"有限公司拖欠员工工资,（副词：恶意）"
A市地铁四号线何时会试运营？,A市地铁四号线何时会试运营,市 地铁 四号线 会试 运营,A市,"四号线会试运营,（副词：何时）"
A市山水新城小区停车难,A市山水新城小区停车难,市 山水 新城 小区 停车难,A市,"小区停车难,（副词：）"
​A市顺宇将公司员工没有得到妥善安排,A市顺宇将公司员工没有得到妥善安排,市顺宇 公司员工 妥善 安排,A市,"顺宇得到安排,（副词：将）"
建议优化A市万丽家高架早晚高峰交通方案,建议优化A市万丽家高架早晚高峰交通方案,建议 优化 市万丽家 高架 早晚 高峰 交通 方案,A市,"建议优化,（副词：）"
A市405公交上班高峰期等不到车,A市405公交上班高峰期等不到车,市 405 公交 上班 高峰期 不到 车,A市,"高峰期不到车,（副词：）"
A市汽车南站何时能建好？,A市汽车南站何时能建好,市 汽车 南站 何时能 建,A市,"何时能建,（副词：）"
A市江山帝景新房脏乱差，有安全隐患,A市江山帝景新房脏乱差有安全隐患,市 江山 帝景 新房 脏乱差 安全隐患,A市,"新房有安全隐患,（副词：脏乱差）"
A市网约车司机报名网约车驾驶员考试却迟迟收不到考试通知,A市网约车司机报名网约车驾驶员考试却迟迟收不到考试通知,市网 约 车 司机 报名 网约车 驾驶员 考试 迟迟 收不到 考试通知,A市,"考试收不到考试通知,（副词：却）"
A市阳光花园违建使天花板漏水,A市阳光花园违建使天花板漏水,市 阳光 花园 违建 天花板 漏水,A市,"违建使漏水,（副词：）"
A市梅溪湖梅岭公园破落不堪，谁来负责管理？,A市梅溪湖梅岭公园破落不堪谁来负责管理,市梅 溪湖 梅岭 公园 破落 不堪 负责管理,A市,"公园破落,（副词：）"
关于加快A市房产证办理速度的建议,关于加快A市房产证办理速度的建议,加快 市 房产证 办理 速度 建议,A市,"房产证关于速度,（副词：）"
A市保利麓谷林语小区居民被保利这个无良地产商及物业坑了,A市保利麓谷林语小区居民被保利这个无良地产商及物业坑了,市 保利 麓 谷林语 小区 居民 保利 无良 地产商 物业 坑,A市,"地产商坑居民,（副词：被）"
A市尚德机构涉嫌欺诈，拒绝退费,A市尚德机构涉嫌欺诈拒绝退费,市尚德 机构 涉嫌 欺诈 拒绝 退费,A市,"机构涉嫌欺诈,（副词：）"
A市好百年家具广场利亚斯家具涉嫌欺骗消费者,A市好百年家具广场利亚斯家具涉嫌欺骗消费者,市 好百年 家具 广场 利亚斯 家具 涉嫌 欺骗 消费者,A市,"家具涉嫌欺骗,（副词：）"
A市沙湾路上的红绿灯设置不合理,A市沙湾路上的红绿灯设置不合理,市 沙湾 路上 红绿灯 设置 不合理,A市,"红绿灯设置不合理,（副词：）"
望能够解决去A市各大医院看病大部分医院收停车费的问题,望能够解决去A市各大医院看病大部分医院收停车费的问题,解决 市 各大 医院 看病 大部分 医院 收 停车费,A市,"医院望解决,（副词：能够）"
请加快A市月亮岛片区公共服务力度,请加快A市月亮岛片区公共服务力度,请 加快 市 月亮 岛 片区 公共服务 力度,A市,"请加快,（副词：）"
A市A1区万国城3期有业主未经同意住改商,A市A1区万国城3期有业主未经同意住改商,市 A1 区 万国 城 期有 业主 未经 同意 住 改商,A市,"业主同意住,（副词：未经）"
A市梅溪湖嘉顺苑安置小区房屋质量问题，严重影响了居民的安危,A市梅溪湖嘉顺苑安置小区房屋质量问题严重影响了居民的安危,市梅 溪湖 嘉顺苑 安置 小区 房屋 质量 影响 居民 安危,A市,"问题影响质量,（副词：严重）"
A市橘子洲景区服务不体恤百姓,A市橘子洲景区服务不体恤百姓,市 橘子洲 景区 服务 体恤 百姓,A市,"服务体恤百姓,（副词：不）"
A市周楠中学饱受别墅装修噪音之苦,A市周楠中学饱受别墅装修噪音之苦,市 周楠 中学 饱受 别墅 装修 噪音 之苦,A市,"中学之苦噪音,（副词：）"
A市万科魅力之城大降价折损前购买业主利益,A市万科魅力之城大降价折损前购买业主利益,市 万科 魅力 之城大 降价 折损 前 购买 业主 利益,A市,"购买利益,（副词：前）"
请关注A市五区九园企业职工出行问题,请关注A市五区九园企业职工出行问题,请 关注 市五区 九园 企业 职工 出行,A市,"请关注,（副词：）"
A市限卖房产是否侵犯了普通公民的正当权益？,A市限卖房产是否侵犯了普通公民的正当权益,市限卖 房产 侵犯 公民 正当权益,A市,"房产侵犯正当权益,（副词：是否）"
建议A市广济桥立交桥上加限高横栏,建议A市广济桥立交桥上加限高横栏,建议 市 广济桥 立交桥 上加 限高 横栏,A市,"立交桥建议上加,（副词：）"
A市市直学校教师招聘考试不公平,A市市直学校教师招聘考试不公平,市 市直 学校 教师 招聘 考试 公平,A市,"考试公平,（副词：不）"
A市木莲路与新姚路交界处红绿灯有安全问题,A市木莲路与新姚路交界处红绿灯有安全问题,市 木莲 路 新 姚路 交界处 红绿灯,A市,"路有问题,（副词：）"
A市余易贷P2P诈骗平台受害者民生艰难,A市余易贷P2P诈骗平台受害者民生艰难,市余易贷 P2P 诈骗 平台 受害者 民生 艰难,A市,"民生艰难,（副词：）"
A市博长山水佳园小区未竣工经验收合格即交付,A市博长山水佳园小区未竣工经验收合格即交付,市博长 山水 佳园 小区 未 竣工 经验 收 合格 交付,A市,"经验收,（副词：即）"
A市优山美地物业不管事,A市优山美地物业不管事,市 优山 美地 物业 事,A市,"事,（副词：不管）"
反映A市大道沙湾路立交桥拥堵治理问题,反映A市大道沙湾路立交桥拥堵治理问题,市 大道 沙湾 路 立交桥 拥堵 治理,A市,"反映问题,（副词：）"
A市珠江东方明珠三期一到高峰期就停水,A市珠江东方明珠三期一到高峰期就停水,市 珠江 东方明珠 三期 一到 高峰期 停水,A市,"高峰期停水,（副词：就）"
A市江山帝景新房脏乱差，有安全隐患,A市江山帝景新房脏乱差有安全隐患,市 江山 帝景 新房 脏乱差 安全隐患,A市,"新房有安全隐患,（副词：脏乱差）"
在A市缴纳省社保的外地人可以买房吗？,在A市缴纳省社保的外地人可以买房吗,市 缴纳 省 社保 外地人 买房,A市,"外地人买房社保,（副词：在）"
A市高新区麓谷新长海中心施工扰民至今,A市高新区麓谷新长海中心施工扰民至今,市 高新区 麓 谷 新 长海 中心 施工 扰民,A市,"扰民至今,（副词：）"
A市享骑电单车押金申请4个月了，一直不退款,A市享骑电单车押金申请4个月了一直不退款,市享 骑 电单车 押金 申请 退款,A市,"押金申请退款,（副词：一直）"
反映A市恒大江湾退房退款问题,反映A市恒大江湾退房退款问题,市恒大 江湾 退房 退款,A市,"江湾反映退房,（副词：）"
在A市上班，下班回家出意外摔倒算工伤吗？,在A市上班下班回家出意外摔倒算工伤吗,市 上班 下班 回家 意外 摔倒 算 工伤,A市,"A市上班工伤,（副词：在）"
投诉A市慈济医院无故解聘职工还拖欠工资,投诉A市慈济医院无故解聘职工还拖欠工资,投诉 市 慈济 医院 无故 解聘 职工 拖欠工资,A市,"职工投诉拖欠工资,（副词：无故）"
投诉A市地金在自城物业公司私自涨物业费,投诉A市地金在自城物业公司私自涨物业费,投诉 市地金 自城 物业公司 私自 涨 物业费,A市,"地金投诉涨,（副词：在）"
A市万家丽马王汽堆配城地铁5号线晚上11点以后还在施工,A市万家丽马王汽堆配城地铁5号线晚上11点以后还在施工,市 万家 丽马王 汽堆 配城 地铁 号线 晚上 11 点 施工,A市,"汽堆施工,（副词：以后）"
A市火星镇熊孩子引燃“僵尸车”有感,A市火星镇熊孩子引燃僵尸车有感,市 火星 镇熊 孩子 引燃 僵尸 车 有感,A市,"孩子引燃车,（副词：）"
A市五家岭的天健城工地施工影响周边,A市五家岭的天健城工地施工影响周边,市 五家 岭 天健城 工地 施工 影响 周边,A市,"工地施工周边,（副词：）"
请A市坚持稳定房价的举措,请A市坚持稳定房价的举措,请 市 稳定 房价 举措,A市,"请坚持,（副词：）"
咨询A市购房资格问题,咨询A市购房资格问题,咨询 市 购房 资格,A市,"问题资格,（副词：）"
咨询关于A市居民交职工医保的相关问题,咨询关于A市居民交职工医保的相关问题,咨询 市 居民 交 职工 医保 相关,A市,"居民咨询医保,（副词：）"
投诉A市九龙领仕汇小区开发商收费不合理,投诉A市九龙领仕汇小区开发商收费不合理,投诉 市 九龙 领仕汇 小区 开发商 收费 不合理,A市,"九龙投诉领仕汇,（副词：）"
咨询在A市买商业公寓落户的问题,咨询在A市买商业公寓落户的问题,咨询 市买 商业 公寓 落户,A市,"A市咨询公寓,（副词：在）"
A市楚府路高架桥洞井路红星大市场上引桥晩上请不要封闭,A市楚府路高架桥洞井路红星大市场上引桥晩上请不要封闭,市楚府 路 高架桥 洞井路 红星 市场 引桥 晩 请 封闭,A市,"请封闭,（副词：上）"
三问A市音乐厅,三问A市音乐厅,三问 市 音乐厅,A市,"音乐厅,（副词：）"
A市北辰三角洲奥城E4区1栋4003房被改建成群租房,A市北辰三角洲奥城E4区1栋4003房被改建成群租房,市 北辰 三角洲 奥城 E4 区 栋 4003 房 改建 成群 租房,A市,"改建租房,（副词：被）"
A市中航城（保利城）三期12栋有质量问题,A市中航城保利城三期12栋有质量问题,市 中航 城 保利 城 三期 12 栋 质量,A市,"城有问题,（副词：栋）"
A市建楚新村居民为一辆大型货车苦恼,A市建楚新村居民为一辆大型货车苦恼,市建楚 新村 居民 一辆 大型 货车 苦恼,A市,"居民苦恼货车,（副词：为）"
请求A市公开中南大宗公司2018年度税务收费标准,请求A市公开中南大宗公司2018年度税务收费标准,请求 市 公开 中南 大宗 公司 2018 年度 税务 收费 标准,A市,"请求公开,（副词：）"
请求A市公开中南大宗公司2018年度税务收费标准,请求A市公开中南大宗公司2018年度税务收费标准,请求 市 公开 中南 大宗 公司 2018 年度 税务 收费 标准,A市,"请求公开,（副词：）"
A市公交车乱挤乱插现象亟待重拳整治,A市公交车乱挤乱插现象亟待重拳整治,市 公交车 乱挤 乱 插 现象 亟待 重拳 整治,A市,"现象亟待整治,（副词：乱）"
A市国储电脑城负一层存消防隐患,A市国储电脑城负一层存消防隐患,市国储 电脑城 负 一层 存 消防 隐患,A市,"电脑城负隐患,（副词：）"
举报A市巢之恋业委会、鸿楚物业屡次动用物业维修基金！,举报A市巢之恋业委会鸿楚物业屡次动用物业维修基金,举报 市巢 之恋 业委会 鸿楚 物业 动用 物业 维修 基金,A市,"举报动用巢,（副词：屡次）"
A市楚江技工工贸学校乱收补考费,A市楚江技工工贸学校乱收补考费,市 楚江 技工 工贸 学校 乱收 补考费,A市,"学校乱收补考费,（副词：）"
A市地铁管理某些方面需要改进,A市地铁管理某些方面需要改进,市 地铁 管理 改进,A市,"方面需要改进,（副词：）"
建议地铁1号线南延到A市动物园,建议地铁1号线南延到A市动物园,建议 地铁 号线 南 延到 市 动物园,A市,"建议延到,（副词：南）"
咨询A市人才新政落户等相关问题,咨询A市人才新政落户等相关问题,咨询 市 人才 新政 落户 相关,A市,"新政咨询问题,（副词：）"
A市扬帆夜市消防通道存在安全隐患问题,A市扬帆夜市消防通道存在安全隐患问题,市 扬帆 夜市 消防通道 安全隐患,A市,"消防通道存在问题,（副词：）"
A市限卖房产政策一刀切,A市限卖房产政策一刀切,市限卖 房产 政策 一刀切,A市,"政策一刀切,（副词：）"
A市精装专项检查结果啥时候能公布,A市精装专项检查结果啥时候能公布,市 精装 专项 检查 啥时候 公布,A市,"公布结果,（副词：啥时候）"
咨询A市特岗教师考研的问题,咨询A市特岗教师考研的问题,咨询 市特岗 教师 考研,A市,"咨询考研,（副词：）"
A市香江商贸物流城欺诈销售商铺！,A市香江商贸物流城欺诈销售商铺,市 香江 商贸 物流 城 欺诈 销售 商铺,A市,"商铺,（副词：）"
反映岳宁公路A市与A8县交界处修立交的问题,反映岳宁公路A市与A8县交界处修立交的问题,岳宁 公路 市 A8 县 交界处 修 立交,A市,"A市反映立交,（副词：与）"
A市家和苑到底何时能发房产证,A市家和苑到底何时能发房产证,市家 苑 何时能 发 房产证,A市,"家和苑何时能房产证,（副词：到底）"
A市德鸿餐饮店拖欠工资，员工维权难,A市德鸿餐饮店拖欠工资员工维权难,市德鸿 餐饮店 拖欠工资 员工 维权 难,A市,"维权难,（副词：）"
A市恒大文化旅游城迟迟不给我退款,A市恒大文化旅游城迟迟不给我退款,市恒大 文化 旅游城 迟迟 退款,A市,"旅游城给退款,（副词：迟迟）"
A市X112线路发车太慢，需等30分钟左右才可以坐到,A市X112线路发车太慢需等30分钟左右才可以坐到,市 X112 线路 发车 太慢 需等 30 分钟 坐,A市,"线路发车,（副词：太慢）"
A市中海国际居民出行不方便,A市中海国际居民出行不方便,市 中海 国际 居民 出行,A市,"居民方便,（副词：不）"
请给A市人民东路与泉坝路的T字路口安装红绿灯,请给A市人民东路与泉坝路的T字路口安装红绿灯,请 市 东路 泉坝路 T 字 路口 安装 红绿灯,A市,"东路请安装,（副词：给）"
投诉A市北辰中央公园C区物业经理收保护费,投诉A市北辰中央公园C区物业经理收保护费,投诉 市 北辰 中央公园 C 区 物业 经理 收 保护费,A市,"经理投诉收,（副词：）"
A市A6区坡地铁站入口处疑似有人发涉黄卡片,A市A6区坡地铁站入口处疑似有人发涉黄卡片,市 A6 区坡 地铁站 入口处 疑似 有人 发涉 黄 卡片,A市,"入口处疑似发涉,（副词：）"
A市黎郡新宇康景园租金突然翻倍的涨！,A市黎郡新宇康景园租金突然翻倍的涨,市黎 郡 新宇康 景园 租金 翻倍 涨,A市,"租金涨,（副词：突然）"
投诉A市保险职业学院校园一卡通捆绑消费联通卡,投诉A市保险职业学院校园一卡通捆绑消费联通卡,投诉 市 职业 学院 校园 一卡通 捆绑 消费 联通 卡,A市,"一卡通投诉捆绑,（副词：）"
请问A市佳天名苑机电市场路段什么时候可以修通？,请问A市佳天名苑机电市场路段什么时候可以修通,请问 市佳天 名苑 机电 市场 路段 修通,A市,"请问修通,（副词：时候）"
A市地铁2号线能否延伸至梅溪西地省岸？,A市地铁2号线能否延伸至梅溪西地省岸,市 地铁 号线 延伸 至梅溪 西地 省岸,A市,"2号线延伸省岸,（副词：能否）"
A市梅溪湖城市热点垄断市场，装机不及时,A市梅溪湖城市热点垄断市场装机不及时,市梅 溪湖 城市 热点 垄断市场 装机,A市,"装机及时,（副词：不）"
请A市加快基础设施建设全覆盖,请A市加快基础设施建设全覆盖,请 市 加快 基础设施 建设 全 覆盖,A市,"请加快,（副词：全）"
A市馨香雅苑的房产证遥遥无期,A市馨香雅苑的房产证遥遥无期,市 馨香 雅苑 房产证 遥遥无期,A市,"房产证遥遥无期,（副词：）"
A市福天藏郡莫名出现好几家建材店，每天人多嘈杂,A市福天藏郡莫名出现好几家建材店每天人多嘈杂,市福天 藏 郡 莫名 好几家 建材 店 人多 嘈杂,A市,"郡出现,（副词：莫名）"
请问A市为什么要禁摩？,请问A市为什么要禁摩,请问 市 禁摩,A市,"A市请问禁摩,（副词：为什么）"
质疑A市楚雅路过江通道d匝道设置在银双路的科学性和合理性,质疑A市楚雅路过江通道d匝道设置在银双路的科学性和合理性,质疑 市楚雅 路过 江 通道 d 匝道 设置 银 双路 科学性 合理性,A市,"匝道质疑设置,（副词：）"
A市育英小学划分重点班,A市育英小学划分重点班,市 育英 小学 划分 重点班,A市,"小学划分重点班,（副词：）"
A市和馨园小区旁边的工地不分日夜的施工，合法吗,A市和馨园小区旁边的工地不分日夜的施工合法吗,市和馨园 小区 旁边 工地 分 日夜 施工 合法,A市,"工地分,（副词：不）"
A市象嘴路学士路口站公交站台标识破损严重,A市象嘴路学士路口站公交站台标识破损严重,市象 嘴路 学士 路口 站 公交 站台 标识 破损,A市,"A市破损,（副词：象）"
A市晟福兴汝金城二期涉嫌虚假宣传,A市晟福兴汝金城二期涉嫌虚假宣传,市晟 福兴 金城 二期 涉嫌 虚假 宣传,A市,"A市晟宣传,（副词：二期）"
A市楚雅路占道停车问题很严重,A市楚雅路占道停车问题很严重,市楚 雅路 占 道 停车,A市,"楚雅路严重道,（副词：很）"
A市梅溪湖润芳园小区G1栋1单元G2栋1单元公共架空层被人霸占,A市梅溪湖润芳园小区G1栋1单元G2栋1单元公共架空层被人霸占,市梅 溪湖 润芳园 小区 G1 栋 单元 G2 栋 单元 公共 架空层 霸占,A市,"人霸占架空层,（副词：被）"
A市南山十里天池存在严重质量问题，开发商物业不闻不问,A市南山十里天池存在严重质量问题开发商物业不闻不问,市 南山 十里 天池 质量 开发商 物业 不闻不问,A市,"物业不闻不问,（副词：）"
A市金麓小区作为市保障房小区存在违建等问题,A市金麓小区作为市保障房小区存在违建等问题,市金麓 小区 市 保障 房 小区 违建,A市,"小区作为保障,（副词：）"
投诉A市温斯顿英语培训学校拖延退费！,投诉A市温斯顿英语培训学校拖延退费,投诉 市 温斯顿 英语 培训 学校 拖延 退费,A市,"学校投诉拖延,（副词：）"
A市科教新村4区10栋1单元乐轩舞培训依然到深夜还在弹琴,A市科教新村4区10栋1单元乐轩舞培训依然到深夜还在弹琴,市 科教 新村 区 10 栋 单元 乐轩 舞 培训 依然 深夜 弹琴,A市,"深夜培训深夜,（副词：依然）"
A市郡长斑马湖中学违规补课,A市郡长斑马湖中学违规补课,市郡长 斑马 湖 中学 违规 补课,A市,"中学违规,（副词：）"
A市中医药研究院附属医院疑似出售假冒伪劣产品,A市中医药研究院附属医院疑似出售假冒伪劣产品,市 中医药 研究院 附属 医院 疑似 出售 假冒伪劣 产品,A市,"医院疑似出售,（副词：）"
询问A市住房公积金贷款的相关问题,询问A市住房公积金贷款的相关问题,询问 市 住房 公积金 贷款 相关,A市,"询问贷款,（副词：）"
关于A市住房贷款商转公问题的建议,关于A市住房贷款商转公问题的建议,市 住房贷款 商转公 建议,A市,"问题建议问题,（副词：）"
投诉A市里约荟楼盘开发商欺骗购房者,投诉A市里约荟楼盘开发商欺骗购房者,投诉 市里 约荟 楼盘 开发商 欺骗 购房者,A市,"里投诉荟,（副词：约）"
A市麓谷保利小区频繁停水,A市麓谷保利小区频繁停水,市麓 谷 保利 小区 频繁 停水,A市,"小区停水,（副词：频繁）"
A市双龙警苑房屋漏水问题一直没解决,A市双龙警苑房屋漏水问题一直没解决,市 双龙 警苑 房屋 漏水 解决,A市,"解决问题,（副词：一直）"
对远期A市地铁的建议,对远期A市地铁的建议,远期 市 地铁 建议,A市,"地铁建议地铁,（副词：）"
反映A市靳江河西岸含东山湾路基础道路建设以及民生问题,反映A市靳江河西岸含东山湾路基础道路建设以及民生问题,市 靳 江河 西岸 含 东山 湾 路 基础 道路 建设 民生问题,A市,"反映路,（副词：）"
怀疑A市南湖医院涉嫌销售假冒伪劣药品,怀疑A市南湖医院涉嫌销售假冒伪劣药品,怀疑 市 南湖 医院 涉嫌 销售 假冒伪劣 药品,A市,"医院怀疑涉嫌,（副词：）"
